1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1132,1320.0,4.0,3,0,1,1117,691,1,2004.0,2452,3,13418,108.0,132.0,32,5,8,1117,2004,2005,309000
1097,0.0,3.0,1,0,1,1097,672,1,1995.0,1097,2,10859,112.0,0.0,64,5,5,1097,1994,1995,145000
1297,0.0,2.86921381337252,1,1213,3,84,498,3,1954.0,1297,2,8532,74.0,650.0,0,6,5,1297,1954,1990,153000
1057,0.0,3.0,1,731,6,326,246,1,1953.0,1057,3,7922,68.0,0.0,52,7,5,1057,1953,2007,109000
1152,0.0,2.86921381337252,0,0,0,0,0,0,1980.0,1152,1,6040,65.0,0.0,0,5,4,0,1955,1955,82000
1324,0.0,3.0,1,643,3,445,440,1,1965.0,1324,2,8658,84.0,101.0,138,5,6,1088,1965,1965,160000
1328,0.0,2.0,4,967,4,383,308,1,1959.0,1328,2,16905,115.0,0.0,104,6,5,1350,1959,1959,170000
884,0.0,2.0,3,747,5,0,504,2,1983.0,884,3,9180,69.0,0.0,0,7,5,840,1983,1983,144000
938,0.0,3.0,3,280,2,167,308,1,1977.0,938,2,9200,69.0,0.0,0,6,5,938,1975,1980,130250
1150,0.0,3.0,1,179,5,465,300,2,1959.0,1150,2,7945,70.0,0.0,0,6,5,1150,1959,1959,141000
1752,0.0,2.0,1,456,6,1296,576,2,2005.0,1752,4,7658,61.0,412.0,82,5,9,1752,2005,2005,319900
1518,631.0,1.0,1,1351,6,83,670,2,2003.0,2149,3,12822,48.0,0.0,43,5,7,1434,2003,2003,239686
1656,0.0,3.0,3,24,6,1632,826,1,2006.0,1656,3,11096,84.0,0.0,146,5,8,1656,2006,2006,249700
736,716.0,2.0,1,0,1,736,0,0,1980.0,1452,2,4456,33.0,0.0,0,5,4,736,1920,2008,113000
955,0.0,3.0,1,763,4,192,386,1,1966.0,955,2,7742,66.0,0.0,0,7,5,955,1966,1966,127000
794,676.0,2.86921381337252,3,182,6,612,388,3,1997.0,1470,2,13869,69.0,0.0,75,6,6,794,1997,1997,177000
816,0.0,3.0,1,0,1,816,528,1,1985.0,1176,2,6240,52.0,0.0,0,6,6,816,1934,1950,114500
816,0.0,2.0,4,104,2,0,516,1,1963.0,816,2,8472,110.0,0.0,0,5,5,816,1963,1963,110000
1842,0.0,0.0,4,1810,6,32,894,3,1981.0,1842,3,50271,68.0,0.0,72,5,9,1842,1981,1987,385000
1360,0.0,2.86921381337252,1,384,5,0,572,1,1962.0,1360,2,7134,60.0,0.0,50,5,5,384,1955,1955,130000
1425,0.0,3.0,1,490,1,935,576,2,1964.0,1425,2,10175,100.0,272.0,0,5,6,1425,1964,1964,180500
983,756.0,3.0,1,649,6,321,480,3,1999.0,1739,3,2645,24.0,456.0,0,5,8,970,1999,2000,172500
860,0.0,3.0,1,0,1,860,565,2,2004.0,1720,3,11645,89.0,0.0,70,5,7,860,2004,2004,196500
1426,1519.0,3.0,4,0,1,1410,641,3,2006.0,2945,3,13682,66.0,1031.0,0,5,10,1410,2006,2006,438780
780,0.0,2.0,3,632,5,148,352,1,1973.0,780,2,7200,60.0,0.0,0,7,5,780,1972,1972,124900
1158,0.0,3.0,1,941,5,217,576,1,2006.0,1158,3,13072,63.0,0.0,50,5,6,1158,2004,2004,158000
581,530.0,3.0,1,0,1,530,288,1,1935.0,1111,1,7200,60.0,0.0,0,7,5,530,1920,1996,101000
1370,0.0,2.0,2,24,6,1346,484,2,2006.0,1370,3,6442,44.0,178.0,49,5,8,1370,2006,2006,202500
902,808.0,3.0,1,0,1,576,480,1,1990.0,1710,2,10300,50.0,0.0,11,6,7,576,1921,1950,140000
1057,977.0,2.86921381337252,1,739,6,318,645,2,1998.0,2034,3,9375,69.0,573.0,36,5,7,1057,1997,1998,219500
1143,1330.0,4.0,3,0,1,1143,852,1,2004.0,2473,3,9591,76.0,344.0,151,5,8,1143,2004,2005,317000
2207,0.0,3.0,4,912,6,1035,576,2,1970.0,2207,2,19900,69.0,287.0,0,5,7,1947,1970,1989,180000
1479,0.0,3.0,3,1013,6,440,558,2,2003.0,1479,3,10665,72.0,167.0,29,5,7,1453,2003,2003,226000
747,0.0,2.0,1,0,1,747,220,1,1945.0,747,2,4608,47.0,0.0,0,6,4,747,1945,1950,80000
1304,983.0,2.86921381337252,1,603,4,701,667,3,1953.0,2287,2,15593,81.0,0.0,21,4,7,1304,1953,1953,225000
2223,0.0,3.0,4,1880,5,343,516,3,1973.0,2223,2,13651,95.0,1115.0,0,6,7,2223,1973,1973,244000
845,0.0,2.0,1,565,5,280,360,1,1987.0,845,2,7599,69.0,0.0,0,6,4,845,1982,2006,129500
885,833.0,3.0,1,0,1,832,427,3,1998.0,1718,2,10141,74.0,40.0,94,5,7,832,1998,1998,185000
1086,0.0,3.0,1,320,5,404,490,1,1989.0,1086,2,10200,85.0,104.0,0,7,5,1086,1954,2003,144900
840,765.0,3.0,1,0,1,840,379,1,1915.0,1605,2,5790,60.0,0.0,0,6,3,840,1915,1950,107400
526,462.0,2.0,4,462,6,0,297,1,1973.0,988,2,1596,21.0,0.0,101,5,4,462,1973,1973,91000
952,0.0,2.0,1,228,5,724,283,1,1956.0,952,2,8475,69.0,0.0,0,7,4,952,1956,1956,135750
1072,213.0,2.0,1,336,4,295,240,1,1948.0,1285,2,8635,50.0,0.0,0,5,5,672,1948,2001,127000
1768,0.0,4.0,1,0,1,1768,0,0,1980.0,1768,2,10778,72.0,0.0,0,5,4,1768,1968,1968,136500
682,548.0,2.0,1,0,1,440,440,1,1966.0,1230,2,10440,60.0,0.0,0,6,5,440,1910,1981,110000
1182,960.0,2.86921381337252,1,448,3,448,509,3,1968.0,2142,3,13000,100.0,576.0,72,6,6,896,1968,1968,193500
1337,0.0,2.0,1,1201,6,36,405,3,1998.0,1337,2,4500,32.0,443.0,199,5,6,1237,1998,1998,153500
1563,0.0,3.0,1,33,6,1530,758,2,2007.0,1563,3,10206,78.0,468.0,99,5,8,1563,2007,2007,245000
1065,0.0,3.0,1,0,1,1065,461,1,1974.0,1065,2,8892,80.0,66.0,0,5,5,1065,1960,1960,126500
804,670.0,3.0,1,0,1,384,400,3,1995.0,1474,2,8530,69.0,22.0,72,5,7,384,1995,1996,168500
1301,1116.0,4.0,1,0,1,1288,462,1,1991.0,2417,3,16059,121.0,284.0,82,5,8,1288,1991,1992,260000
684,876.0,3.0,3,0,1,684,400,3,2005.0,1560,3,11911,122.0,0.0,38,5,6,684,2005,2005,174000
612,612.0,2.86921381337252,3,0,1,612,528,2,2009.0,1224,3,3951,40.0,76.0,234,5,6,612,2009,2009,164500
1013,0.0,2.0,1,0,1,1013,0,0,1980.0,1526,1,8470,105.0,0.0,0,2,3,1013,1915,1982,85000
990,0.0,3.0,1,588,1,402,0,0,1980.0,990,2,8070,60.0,0.0,0,5,4,990,1994,1995,123600
1040,0.0,2.0,0,0,1,0,420,1,1950.0,1040,2,7200,60.0,0.0,29,5,4,0,1950,1950,109900
1235,0.0,2.0,1,600,3,635,480,1,1961.0,1235,2,8500,85.0,203.0,0,3,5,1235,1961,1961,98600
964,0.0,2.0,1,713,5,163,432,1,1921.0,964,2,13360,80.0,0.0,0,7,5,876,1921,2006,163500
1260,1031.0,4.0,2,1046,3,168,506,1,1900.0,2291,2,7200,60.0,0.0,0,6,6,1214,1910,1998,133900
905,881.0,3.0,1,648,6,176,684,2,1997.0,1786,3,9337,69.0,0.0,162,5,6,824,1997,1997,204750
680,790.0,3.0,1,310,1,370,420,3,1993.0,1470,2,9765,69.0,68.0,63,8,6,680,1993,1993,185000
1588,0.0,2.86921381337252,3,1162,5,426,472,2,1999.0,1588,3,10264,78.0,183.0,29,5,7,1588,1999,1999,214000
960,0.0,3.0,1,520,3,440,432,3,1965.0,960,2,10921,73.0,48.0,0,5,4,960,1965,1965,94750
835,0.0,2.0,1,108,5,350,366,1,1920.0,835,2,10625,85.0,0.0,0,5,5,458,1920,1950,83000
1225,0.0,3.0,1,569,5,381,0,0,1980.0,1225,2,9320,77.0,0.0,0,5,4,950,1959,1959,128950
1610,0.0,3.0,2,1200,5,410,480,2,1977.0,1610,3,10603,69.0,28.0,68,7,6,1610,1977,2001,205000
977,755.0,3.0,1,0,1,741,476,3,1985.0,1732,3,9206,77.0,336.0,46,5,6,741,1985,1985,178000
1535,0.0,4.0,0,0,0,0,410,1,1979.0,1535,2,7018,64.0,0.0,0,5,5,0,1979,1979,118964
1226,0.0,2.86921381337252,1,0,1,1226,740,2,2009.0,1226,3,10402,94.0,0.0,36,5,7,1226,2009,2009,198900
1226,592.0,4.0,1,224,2,816,240,1,1951.0,1818,2,7758,69.0,600.0,0,4,7,1040,1931,1950,169500
1053,0.0,3.0,1,0,1,1053,648,2,2003.0,1992,3,9375,75.0,768.0,45,5,8,1053,2003,2004,250000
1047,0.0,2.0,1,0,1,641,273,1,1954.0,1047,2,10800,60.0,0.0,0,7,4,641,1885,1995,100000
789,0.0,2.0,1,104,5,516,250,1,1948.0,789,2,6000,50.0,0.0,0,5,5,789,1948,1950,115000
997,0.0,3.0,1,0,1,793,0,0,1980.0,1517,1,8500,85.0,0.0,0,7,5,793,1919,2005,115000
1844,0.0,3.0,1,705,4,1139,546,2,1977.0,1844,2,11751,105.0,480.0,122,6,6,1844,1977,1977,190000
1216,639.0,4.0,1,444,3,550,325,1,1954.0,1855,2,9525,75.0,0.0,0,4,6,994,1954,1972,136900
774,656.0,3.0,1,250,6,134,400,3,2000.0,1430,2,7750,69.0,0.0,0,5,7,384,2000,2000,180000
1282,1414.0,4.0,3,984,6,280,792,1,2007.0,2696,4,9965,77.0,220.0,184,5,7,1264,2007,2007,383970
2259,0.0,3.0,2,35,1,905,450,1,1953.0,2259,3,21000,69.0,184.0,120,5,6,1809,1953,1953,217000
1436,884.0,3.0,1,774,5,104,180,1,1945.0,2320,3,7259,61.0,0.0,0,8,6,1028,1945,2002,259500
729,729.0,2.0,1,419,6,310,440,1,1999.0,1458,2,3230,34.0,1129.0,32,5,6,729,1999,1999,176000
1092,0.0,3.0,1,170,2,252,288,1,1962.0,1092,2,11616,69.0,116.0,20,5,5,1092,1962,1962,139000
1125,0.0,2.0,1,0,1,1125,430,1,2007.0,1125,2,8536,74.0,0.0,64,5,5,1125,2006,2007,155000
1699,1523.0,5.0,2,1470,6,203,594,1,1990.0,3222,3,12376,90.0,0.0,0,5,7,1673,1990,1990,320000
728,728.0,3.0,1,0,1,728,390,3,2005.0,1456,3,8461,65.0,0.0,24,5,6,728,2005,2006,163990
988,0.0,1.0,4,938,5,0,540,1,1969.0,988,2,21453,69.0,0.0,130,5,6,938,1969,1969,180000
772,351.0,3.0,1,0,1,732,264,1,1979.0,1123,2,6060,50.0,0.0,0,5,4,732,1939,1950,100000
1080,0.0,3.0,1,570,4,510,288,1,1958.0,1080,2,9464,75.0,135.0,0,7,6,1080,1958,1958,136000
1199,0.0,2.0,1,300,6,899,530,2,1993.0,1199,3,7892,55.0,0.0,63,5,6,1199,1993,1993,153900
1586,0.0,3.0,1,0,1,1362,435,1,1979.0,1586,2,17043,48.0,0.0,0,5,6,1362,1979,1998,181000
520,0.0,2.0,3,490,6,30,0,1,1980.0,754,2,6780,60.0,0.0,0,8,6,520,1935,1982,84500
958,0.0,2.0,1,120,5,958,440,2,1977.0,958,2,4928,69.0,0.0,205,5,6,1078,1976,1976,128000
840,0.0,3.0,1,116,2,556,0,0,1980.0,840,2,4388,55.0,0.0,0,7,5,672,1930,1950,87000
660,688.0,3.0,1,512,4,148,453,2,1966.0,1348,2,7590,69.0,266.0,108,5,6,660,1966,1966,155000
1053,0.0,3.0,1,567,3,413,750,2,1998.0,1053,4,8973,69.0,85.0,80,7,5,1008,1958,1991,150000
1216,941.0,4.0,1,445,3,479,487,1,1966.0,2157,3,14200,88.0,309.0,66,6,7,924,1966,1966,226000
1022,1032.0,3.0,1,695,6,297,390,2,2000.0,2054,3,12224,69.0,40.0,48,5,6,992,2000,2000,244000
1327,0.0,2.86921381337252,1,405,3,658,624,1,1974.0,1327,3,7388,75.0,0.0,0,6,5,1063,1959,2002,150750
1296,0.0,2.0,1,1005,6,262,471,3,2001.0,1296,3,6853,69.0,136.0,25,5,8,1267,2001,2002,220000
1721,0.0,3.0,1,570,3,891,440,2,1968.0,1721,2,10335,78.0,0.0,96,6,5,1461,1968,1993,180000
1682,0.0,3.0,1,0,1,1304,530,1,1970.0,1682,2,10400,80.0,288.0,0,6,7,1304,1970,1970,174000
1214,0.0,2.86921381337252,1,695,4,519,318,2,1967.0,1214,2,10355,69.0,196.0,111,5,5,1214,1967,1967,143000
1959,0.0,5.0,1,0,1,1907,766,1,1989.0,1959,2,11070,82.0,70.0,0,5,7,1907,1988,1989,171000
1004,848.0,3.0,2,668,6,336,660,3,1999.0,1852,3,9066,73.0,320.0,106,5,8,1004,1999,2000,230000
928,836.0,3.0,1,821,6,107,470,2,1997.0,1764,3,15426,65.0,0.0,99,5,6,928,1997,1997,231500
864,0.0,3.0,1,432,5,432,0,0,1980.0,864,2,10500,70.0,0.0,0,5,4,864,1971,1971,115000
1734,0.0,3.0,3,1300,6,434,660,1,2005.0,1734,3,11645,78.0,0.0,24,5,7,1734,2005,2005,260000
910,0.0,4.0,1,507,3,403,720,1,2000.0,1385,2,8520,71.0,0.0,0,4,5,910,1952,1952,166000
1501,0.0,3.0,4,679,6,811,577,2,1999.0,1501,3,10335,78.0,183.0,29,5,7,1490,1999,1999,204000
1728,0.0,6.0,1,1332,3,396,504,1,1963.0,1728,2,9100,70.0,336.0,0,5,5,1728,1963,1963,125000
970,739.0,3.0,1,0,1,970,380,1,2004.0,1709,3,2522,24.0,50.0,40,5,6,970,2004,2006,130000
875,0.0,2.0,1,209,4,506,180,1,1931.0,875,2,6120,51.0,0.0,0,7,5,715,1931,1993,105000
884,1151.0,3.0,1,0,1,884,434,3,2001.0,2035,3,9505,69.0,180.0,48,5,7,884,2001,2001,222500
1080,0.0,3.0,1,680,6,400,0,0,1980.0,1080,3,7500,63.0,120.0,0,5,7,1080,2004,2005,141000
896,448.0,3.0,1,0,1,896,240,1,1936.0,1344,2,6240,69.0,0.0,114,4,5,896,1936,1950,115000
969,0.0,3.0,3,716,4,253,440,1,1975.0,969,2,10356,120.0,0.0,0,6,5,969,1975,1975,122000
1710,0.0,2.0,4,1400,1,310,866,2,2007.0,1710,3,13891,107.0,436.0,102,5,8,1710,2007,2008,372402
1097,896.0,4.0,1,416,3,409,495,2,1971.0,1993,2,14803,69.0,252.0,66,5,6,825,1971,1971,190000
1252,0.0,1.0,4,429,4,93,564,2,1960.0,1252,2,13500,69.0,0.0,0,7,6,1602,1960,1975,235000
1200,0.0,4.0,1,0,1,1200,312,1,1923.0,1200,2,11340,84.0,0.0,0,5,6,1200,1923,1950,125000
572,524.0,2.0,1,0,1,572,0,0,1980.0,1096,2,9600,60.0,0.0,8,5,6,572,1924,1950,79000
1040,0.0,2.0,0,0,0,0,625,1,1950.0,1040,2,7200,60.0,0.0,0,7,5,0,1950,1950,109500
774,1194.0,4.0,1,0,1,774,680,3,2009.0,1968,4,12003,92.0,84.0,75,5,8,774,2009,2010,269500
991,956.0,3.0,1,222,6,769,678,2,2004.0,1947,3,12552,100.0,0.0,136,5,7,991,2004,2005,254900
1392,1070.0,4.0,2,57,6,1335,576,2,2006.0,2462,3,19378,134.0,456.0,132,5,7,1392,2005,2006,320000
1232,0.0,3.0,1,660,4,572,516,1,1984.0,1232,2,11120,69.0,0.0,0,6,6,1232,1984,1984,162500
1572,1096.0,3.0,3,1016,6,556,726,3,2003.0,2668,4,13688,110.0,664.0,0,5,9,1572,2003,2004,412500
1541,0.0,3.0,2,1201,1,340,532,1,2005.0,1541,3,12182,95.0,226.0,70,5,7,1541,2005,2005,220000
882,0.0,1.0,1,0,1,882,0,0,1980.0,882,2,5500,55.0,0.0,0,6,4,882,1956,1956,103200
1149,467.0,3.0,2,370,2,779,216,1,1926.0,1616,3,5400,40.0,0.0,0,7,6,1149,1926,2004,152000
808,547.0,4.0,1,351,5,112,0,0,1980.0,1355,2,10106,62.0,0.0,0,7,5,644,1940,1999,127500
1867,0.0,2.0,1,379,2,470,303,3,1955.0,1867,2,10708,69.0,0.0,0,5,5,1617,1955,1993,190000
1610,551.0,3.0,1,1288,6,294,789,3,2007.0,2161,4,10562,86.0,300.0,120,5,8,1582,2007,2007,325624
840,880.0,3.0,1,0,1,840,440,3,2004.0,1720,3,8244,62.0,0.0,48,5,7,840,2004,2004,183500
1707,0.0,2.0,1,0,1,1686,511,2,1981.0,1707,2,16669,69.0,653.0,64,6,8,1686,1981,1981,228000
854,0.0,2.0,1,360,3,360,660,1,1991.0,1382,2,12358,69.0,0.0,0,6,5,720,1941,1950,128500
1656,0.0,3.0,4,639,4,441,528,3,1960.0,1656,2,31770,141.0,112.0,62,5,6,1080,1960,1960,215000
1064,703.0,2.0,1,495,6,354,504,2,1987.0,1767,3,5306,44.0,0.0,35,7,7,1064,1987,1987,239000
1362,0.0,2.86921381337252,1,288,5,700,504,1,1961.0,1362,2,10197,80.0,491.0,20,5,6,1362,1961,1961,163000
1651,0.0,3.0,1,1398,5,0,616,3,1986.0,1651,2,12416,47.0,132.0,0,5,6,1606,1986,1986,184000
2158,0.0,4.0,3,477,5,725,576,1,1950.0,2158,3,12615,84.0,0.0,29,7,6,1202,1950,2001,243000
1164,896.0,4.0,1,831,6,320,521,1,1988.0,2060,2,10029,97.0,268.0,228,5,6,1151,1988,1989,211000
1252,668.0,4.0,1,57,5,554,451,1,1958.0,1920,3,13650,69.0,0.0,0,5,5,1052,1958,1958,172500
2234,0.0,1.0,1,1904,6,312,1166,3,2009.0,2234,4,17423,63.0,748.0,60,5,9,2216,2008,2009,501837
968,0.0,2.0,1,0,1,968,480,1,1935.0,968,2,8520,60.0,0.0,0,6,5,968,1923,2006,100000
769,756.0,3.0,1,436,6,320,440,1,2000.0,1525,3,2117,69.0,456.0,0,5,6,756,2000,2000,177000
901,901.0,4.0,1,352,2,441,216,1,1920.0,1802,2,7588,54.0,0.0,0,6,7,793,1920,1950,200100
1340,0.0,3.0,0,0,1,0,252,1,1957.0,1340,2,9060,60.0,98.0,0,6,5,0,1957,2006,120000
1362,720.0,3.0,1,0,1,1362,484,1,2003.0,2082,3,11426,63.0,0.0,238,5,7,1362,2003,2003,200000
936,316.0,3.0,1,0,1,504,576,1,1986.0,1252,2,7438,92.0,0.0,0,8,5,504,1908,1991,127000
1518,1518.0,4.0,2,0,1,1107,840,1,1993.0,3608,4,22950,90.0,0.0,260,9,10,1107,1892,1993,475000
1217,0.0,3.0,3,611,6,577,497,1,1990.0,1217,3,9947,69.0,0.0,27,5,7,1188,1990,1991,173000
808,704.0,3.0,1,0,1,660,180,1,1916.0,1656,2,10410,60.0,0.0,0,7,5,660,1916,1987,135000
1224,0.0,2.0,3,1086,6,0,528,1,1979.0,1224,2,7018,64.0,275.0,0,5,5,1086,1979,1979,153337
1593,0.0,0.0,3,1153,6,440,682,3,2001.0,1593,4,4923,41.0,0.0,120,5,8,1593,2001,2002,286000
1549,1178.0,3.0,1,297,3,556,440,1,1932.0,2727,3,10570,70.0,0.0,74,8,8,853,1932,1994,315000
725,754.0,4.0,1,626,5,99,484,3,1972.0,1479,3,7472,69.0,138.0,32,9,7,725,1972,2004,184000
1431,0.0,3.0,3,560,6,871,666,3,1999.0,1431,3,9017,68.0,0.0,35,5,7,1431,1999,1999,192000
970,739.0,2.86921381337252,1,0,1,970,380,1,2004.0,1709,3,2522,24.0,50.0,40,5,7,970,2004,2004,130000
864,0.0,3.0,3,390,5,474,352,1,1989.0,864,2,7180,60.0,0.0,0,7,5,864,1972,1972,127000
855,0.0,3.0,1,566,5,289,440,1,1976.0,1456,2,2280,24.0,0.0,0,6,6,855,1976,1976,148500
1726,0.0,3.0,1,1126,1,600,786,1,2007.0,1726,4,9416,79.0,205.0,138,5,7,1726,2007,2007,311872
1360,1360.0,2.86921381337252,1,1036,1,140,795,1,1918.0,3112,3,25419,174.0,0.0,16,4,8,1360,1918,1990,235000
929,929.0,5.0,1,0,1,755,0,0,1980.0,2229,2,5520,92.0,0.0,198,6,6,755,1912,1950,104000
1713,0.0,3.0,3,1088,6,625,856,3,2004.0,1713,4,9591,76.0,262.0,26,5,8,1713,2004,2005,274900
1121,0.0,2.0,1,0,1,1121,440,2,2003.0,1121,2,8546,80.0,0.0,64,5,4,1121,2003,2004,140000
1279,0.0,3.0,1,641,5,276,473,1,1980.0,1279,2,10125,75.0,0.0,83,6,6,1196,1977,1977,171500
865,445.0,2.0,1,617,2,0,398,1,1924.0,1310,2,7000,50.0,0.0,0,6,6,617,1924,1950,112000
848,0.0,1.0,3,662,6,186,420,2,2004.0,848,3,4438,69.0,205.0,0,5,6,848,2004,2004,149000
720,564.0,2.0,1,312,2,408,240,1,1948.0,1284,2,3500,50.0,0.0,35,7,5,720,1947,1950,110000
1442,0.0,3.0,1,0,1,1424,500,1,1990.0,1442,2,11851,99.0,0.0,34,5,7,1424,1990,1990,180500
1696,0.0,3.0,1,0,1,1140,349,1,1962.0,1696,2,13673,40.0,0.0,30,5,5,1140,1962,1962,143900
1100,0.0,3.0,1,419,5,375,312,2,1960.0,1100,2,12493,69.0,0.0,0,5,4,1100,1960,1960,141000
1180,0.0,3.0,4,1065,6,92,454,1,1988.0,2062,2,14364,69.0,128.0,55,5,7,1157,1988,1989,277000
1092,0.0,3.0,1,787,3,305,504,2,1964.0,1092,2,8250,75.0,260.0,0,7,6,1092,1964,1964,145000
864,0.0,2.0,1,468,3,396,0,0,1980.0,864,2,5604,67.0,0.0,0,6,5,864,1925,1950,98000
1212,0.0,3.0,2,36,6,1176,460,2,2009.0,1212,3,10420,83.0,0.0,22,5,6,1212,2009,2009,186000
932,920.0,3.0,1,822,6,78,644,2,2009.0,1852,3,8640,72.0,0.0,108,5,7,900,2009,2009,252678
990,0.0,3.0,1,716,5,274,576,1,1996.0,990,2,13568,43.0,0.0,0,5,5,990,1995,1995,156000
689,703.0,3.0,1,378,6,311,299,3,1977.0,1392,2,10900,69.0,153.0,36,7,6,689,1977,1977,161750
1236,0.0,2.0,1,360,4,710,447,1,1957.0,1236,3,10011,72.0,64.0,0,6,5,1070,1957,1996,134450
1436,0.0,3.0,2,946,6,490,484,1,2004.0,1436,3,8450,65.0,266.0,98,5,7,1436,2004,2004,210000
810,518.0,3.0,1,0,1,686,210,1,1940.0,1328,2,9906,57.0,0.0,172,4,4,686,1925,1950,107000
1137,817.0,3.0,1,341,4,457,431,1,1939.0,1954,3,15660,69.0,312.0,119,9,7,798,1939,2006,311500
1248,0.0,2.0,3,16,6,1232,438,3,2005.0,1248,3,3010,43.0,16.0,0,5,7,1248,2005,2006,167240
1498,0.0,2.0,2,0,1,1498,675,1,2006.0,1498,3,8990,73.0,0.0,33,5,7,1498,2006,2006,204900
